Date,Location,Distributed,Distributed_Janssen,Distributed_Moderna,Distributed_Pfizer,Administered,Administered_Janssen,Administered_Moderna,Administered_Pfizer
1/12/2022,WY,886065,47200,389520,449345,697977,28169,308810,360382
1/12/2022,PA,26816615,1481300,10140860,15194455,20725462,698596,8075131,11950385
1/12/2022,ID,3019730,152300,1168160,1699270,2059418,80844,849418,1126143
1/12/2022,PR,6795770,212500,2424540,4158730,6077000,146630,2378988,3550833
1/12/2022,RI,2365295,87000,899040,1379255,2013925,63065,772646,1176791
1/12/2022,ME,3018770,151000,1179420,1688350,2580417,140121,1056875,1380470
1/12/2022,MA,15228550,602500,5742600,8883450,13402874,390095,5294642,7717712
1/12/2022,US,644652095,29799400,237709320,377143375,522482674,17863666,198923979,305145563
1/12/2022,FL,42958765,2303000,15662860,24992905,34496916,1411848,12853384,20109690
1/12/2022,FM,114700,12200,82440,20060,85291,12800,69175,3308
1/12/2022,MI,18705160,913300,7310220,10481640,14323849,448887,5624623,8248332
1/12/2022,DE,2057765,92400,795980,1169385,1621788,59028,629763,931101
1/12/2022,IA,5867425,280800,2228740,3357885,4725894,172605,1893433,2659407
1/12/2022,MO,10372205,414300,3846500,6111405,8254911,241380,3005125,5006097
1/12/2022,MD,13880760,593800,4772320,8514640,10726222,349979,3939839,6421664
1/12/2022,CO,11205695,479300,4158800,6567595,9725747,326674,3806900,5584149
1/12/2022,SC,9310125,438000,3782920,5089205,6906244,220529,2714397,3969265
1/12/2022,LA,7348060,317600,2913120,4117340,5782790,188971,2383541,3207395
1/12/2022,MS,4901495,217900,1956760,2726835,3534549,87401,1440052,2004790
1/12/2022,ND,1231960,52000,476980,702980,1033251,38645,389615,604675
1/12/2022,HI,3093020,123400,1135360,1834260,2317627,59425,759367,1404771
1/12/2022,WI,10440725,449400,3880640,6110685,9363442,326229,3625375,5409912
1/12/2022,AZ,13104880,595700,5011620,7497560,10790409,348658,4296555,6123521
1/12/2022,NV,5304920,253400,1822280,3229240,4444455,179223,1548380,2716342
1/12/2022,VI,136960,2500,36540,97920,133349,2143,39755,91451
1/12/2022,AR,5350500,248700,2190560,2911240,3895013,118150,1673671,2099431
1/12/2022,BP2,309910,16100,135200,158610,284457,14113,123742,146570
1/12/2022,DC,1662315,68500,592560,1001255,1325093,34763,483758,806064
1/12/2022,TX,54851015,2561300,19671120,32618595,41752080,1468078,15613477,24666790
1/12/2022,RP,39490,3800,27200,8490,39001,2337,30765,5885
1/12/2022,NJ,19597915,915100,7016600,11666215,15416245,540080,5905788,8969176
1/12/2022,NH,3045930,169800,1083740,1792390,2463765,110403,925393,1427890
1/12/2022,OH,20676815,953600,7751480,11971735,16419073,601985,6299857,9498182
1/12/2022,IL,24407225,1144700,8455320,14807205,20473069,658469,7378143,12409607
1/12/2022,GU,291260,22500,79580,189180,298151,11829,95703,190558
1/12/2022,WV,3641325,157300,1422880,2061145,2539993,64797,1100150,1373402
1/12/2022,IH2,2637335,102100,1194220,1341015,2061557,38306,981695,1041388
1/12/2022,TN,11464260,494900,4304580,6664780,9119325,250960,3505560,5315727
1/12/2022,IN,11578930,576100,4068700,6934130,8717518,294910,3185246,5209505
1/12/2022,AK,1357405,83400,526160,747845,1043804,41559,405736,595640
1/12/2022,VA2,7659720,624800,3729580,3305340,7038566,250045,3621450,3166788
1/12/2022,WA,15743355,728400,5682720,9332235,12929578,464745,4880678,7574460
1/12/2022,SD,1653505,87000,664080,902425,1292155,39205,510034,742783
1/12/2022,MN,11295400,493900,3963560,6837940,9379946,348002,3447516,5581183
1/12/2022,VA,17631865,761400,6147500,10722965,14899136,479458,5354802,9056798
1/12/2022,OR,8911935,455100,3350220,5106615,6991922,263674,2623443,4092500
1/12/2022,CT,7797265,334000,2973240,4490025,6870425,239693,2626527,4002992
1/11/2022,GA,19134595,800800,7399260,10934535,13525123,322167,5348707,7820311
1/11/2022,NY,40888255,1808200,14377100,24702955,35278097,1362541,12914910,20984314
1/11/2022,NC,19454260,902700,7261560,11290000,15300964,495754,5731026,9073271
1/11/2022,MD,13757920,593800,4738320,8425800,10692835,349601,3928968,6399573
1/11/2022,NJ,19428745,913700,6954200,11560845,15374730,539186,5891797,8942570
1/11/2022,TX,54654455,2558700,19579320,32516435,41633001,1465502,15575318,24588469
1/11/2022,US,641885155,29759400,236488920,375636835,521156804,17840058,198474153,304296783
1/11/2022,KS,5352885,250500,2042960,3059425,4174155,129670,1604473,2436540
1/11/2022,MI,18618690,912800,7272320,10433570,14295769,448197,5615907,8229661
1/11/2022,WA,15671915,728000,5659720,9284195,12897286,464295,4870360,7552960
1/11/2022,VT,1464410,70000,577100,817310,1284150,51676,505340,726254
1/11/2022,KY,7780345,373800,3172180,4234365,6017359,226150,2491808,3297250
1/11/2022,VA,17566895,759900,6121500,10685495,14859926,478980,5341364,9031538
1/11/2022,DE,2048695,92300,790080,1166315,1621719,59024,629753,931046
1/11/2022,OR,8892435,454900,3344020,5093515,6972049,263361,2616257,4080241
1/11/2022,IH2,2620835,102100,1187820,1330915,2056787,38254,980146,1038219
1/11/2022,AS,84910,600,20700,63610,80788,552,20150,60081
1/11/2022,MN,11256000,493400,3954760,6807840,9361600,347790,3441999,5568587
1/11/2022,UT,5574450,233400,1928860,3412190,4616278,172119,1644179,2799680
1/11/2022,WI,10413625,449400,3874040,6090185,9343402,325907,3619027,5396551
1/11/2022,IA,5853755,280400,2220740,3352615,4717911,172369,1890808,2654289
1/11/2022,NV,5297820,252900,1818780,3226140,4435312,179048,1545496,2710259
1/11/2022,WY,884865,47200,389420,448245,696771,28134,308326,359696
1/11/2022,AK,1354905,83400,525660,745845,1042208,41500,405204,594640
1/11/2022,FM,114700,12200,82440,20060,85044,12800,69043,3193
1/11/2022,CT,7719665,333800,2939140,4446725,6855994,239488,2621127,3994166
1/11/2022,DC,1655515,68500,589460,997555,1322804,34738,482980,804578
1/11/2022,NM,3957105,184100,1553540,2219465,3513518,112618,1441629,1951841
1/11/2022,AL,8582180,391700,3648820,4541660,5747337,165917,2516373,3064655
1/11/2022,SD,1647705,86900,660080,900725,1289562,39142,509263,741024
1/11/2022,PA,26716225,1479900,10100560,15135765,20679096,697869,8059879,11919998
1/11/2022,MH,68980,12100,47700,9180,48983,2590,42732,3659
1/11/2022,PR,6769770,211900,2422540,4135330,6057408,146422,2371614,3538823
1/11/2022,MA,15169810,602500,5706800,8860510,13373349,389757,5282595,7700572
1/11/2022,GU,291260,22500,79580,189180,298099,11828,95701,190509
1/11/2022,DD2,6313310,210000,2068340,4034970,6963180,309923,2328194,4303154
1/11/2022,HI,3086420,123400,1128760,1834260,2317396,59405,759260,1404667
1/11/2022,BP2,308710,16100,134000,158610,284099,14112,123556,146399
1/11/2022,CA,79395505,3589600,28424520,47381385,67814406,2227788,25679226,39891230
1/11/2022,ID,3006420,151900,1159660,1694860,2056318,80712,848060,1124537
1/11/2022,IL,24319435,1143800,8415420,14760215,20401751,656715,7355157,12363143
1/11/2022,RI,2353095,87000,887640,1378455,2009040,63013,770867,1173739
1/11/2022,MP,115130,3300,24720,87110,98986,1248,13748,83990
1/11/2022,FL,42817975,2300400,15589060,24928515,34439255,1410586,12834489,20072492
1/11/2022,ME,3009630,151000,1176120,1682510,2575801,140016,1055118,1377733
1/11/2022,MO,10297755,413700,3821900,6062155,8235474,241076,2997614,4994475
1/11/2022,VA2,7642020,624700,3711980,3305340,7030073,249836,3616807,3163147
1/11/2022,IN,11515050,576100,4041300,6897650,8699153,294497,3179892,5196956
1/11/2022,ND,1225760,51900,476480,697380,1031953,38604,389216,603817
1/11/2022,NE,3544510,148200,1243860,2152450,2925214,90327,1065077,1764120
1/11/2022,NH,3039160,169600,1080440,1789120,2460440,110339,924531,1425491
1/11/2022,CO,11179895,479100,4148000,6552795,9724963,326617,3806627,5583695
1/11/2022,AZ,13065310,594800,4983320,7487190,10767630,348245,4288293,6109526
1/11/2022,AR,5337100,248600,2188360,2900140,3886861,117973,1670543,2094597
1/11/2022,OK,6499450,320300,2675360,3503790,5431249,145657,2209387,3075011
1/11/2022,VI,136660,2500,36240,97920,133086,2140,39722,91224
1/11/2022,OH,20601465,953000,7718280,11930185,16381335,601222,6287884,9473217
1/11/2022,TN,11447660,494800,4292380,6660480,9103413,250651,3499706,5306242
1/11/2022,MT,1790415,103600,729660,957155,1460327,58095,619938,780476
1/11/2022,LA,7299950,317600,2908420,4073930,5772213,188745,2379614,3200974
1/11/2022,RP,39490,3800,27200,8490,38594,2337,30459,5784
1/11/2022,MS,4882085,217500,1948960,2715625,3534419,87401,1439942,2004771
1/11/2022,WV,3634555,157300,1418280,2058975,2536277,64708,1098745,1371185
1/11/2022,SC,9248625,437800,3768920,5041905,6884276,220264,2709761,3952198
1/10/2022,RI,2350495,87000,886440,1377055,2006343,62971,769622,1172329
1/10/2022,VI,135860,2400,35540,97920,132428,2136,39422,90870
1/10/2022,WV,3613485,157000,1414780,2041705,2528274,64593,1095864,1366183
1/10/2022,MH,68980,12100,47700,9180,48983,2590,42732,3659
1/10/2022,WY,882565,47200,388920,446445,694447,28093,307402,358337
1/10/2022,UT,5561950,233000,1928060,3400890,4601207,171918,1639894,2789095
1/10/2022,NY,40823675,1798100,14352940,24672635,35214320,1361251,12893394,20943418
1/10/2022,AL,8499580,384400,3587120,4528060,5742343,165880,2514876,3061196
1/10/2022,TN,11342080,493400,4249180,6599500,9069224,250182,3488051,5284312
1/10/2022,NC,19427970,899500,7261340,11267130,15279030,495577,5724706,9057834
1/10/2022,NH,3030290,169600,1078940,1781750,2457518,110281,923772,1423386
1/10/2022,AS,84910,600,20700,63610,80327,552,20075,59697
1/10/2022,IL,24248165,1142600,8410320,14695245,20368488,656315,7345657,12339789
1/10/2022,VA,17404935,750400,6045700,10608835,14805254,478363,5325628,8993219
1/10/2022,NM,3953705,184000,1552940,2216765,3509488,112593,1440593,1948873
1/10/2022,WI,10376525,449400,3873840,6053285,9335224,325771,3615906,5391630
1/10/2022,DD2,6298610,210000,2053640,4034970,6958396,309817,2326639,4300036
1/10/2022,BP2,307510,16100,134000,157410,280423,14095,121213,145083
1/10/2022,NJ,19382935,903600,6939200,11540135,15343050,538372,5880604,8922933
1/10/2022,CO,11172055,478700,4147300,6546055,9707502,326286,3801047,5572185
1/10/2022,GA,19106295,798300,7398360,10909635,13524985,322166,5348659,7820222
1/10/2022,ND,1222860,51800,475380,695680,1028705,38565,388144,601680
1/10/2022,MN,11246630,493400,3954860,6798370,9338957,347451,3434930,5553355
1/10/2022,OR,8850935,454900,3342220,5053815,6971859,263361,2616068,4080240
1/10/2022,HI,3061410,123300,1122660,1815450,2314608,59359,757787,1403398
1/10/2022,US,639652445,29679800,235955580,374017065,520166098,17825224,198147329,303648263
1/10/2022,RP,38690,3800,27200,7690,38369,2337,30234,5784
1/10/2022,SD,1645505,86800,659980,898725,1283823,39021,507580,737089
1/10/2022,VT,1462740,69800,577100,815840,1281723,51656,504454,724733
1/10/2022,KY,7722985,371300,3147820,4203865,6011476,226124,2490046,3293157
1/10/2022,ID,3003450,151900,1159260,1692290,2054979,80681,847570,1123719
1/10/2022,AK,1352405,83400,525060,743945,1037878,41385,403747,591884
1/10/2022,IH2,2616535,102100,1187420,1327015,2055764,38246,979762,1037588
1/10/2022,OH,20567865,952400,7713380,11902085,16362082,600994,6281393,9460687
1/10/2022,AZ,13034160,594300,4982020,7457840,10754436,348068,4283496,6101320
1/10/2022,MP,115130,3300,24720,87110,97917,1248,13611,83058
1/10/2022,IN,11483650,575500,4037200,6870950,8688371,294400,3176440,5189737
1/10/2022,MA,15095670,601800,5691000,8802870,13351641,389531,5273886,7687799
1/10/2022,CA,78913695,3585400,28393300,46934995,67737069,2226957,25653157,39840805
1/10/2022,FM,113700,12200,81440,20060,85044,12800,69043,3193
1/10/2022,SC,9228725,437500,3755020,5036205,6839815,219494,2691862,3926407
1/10/2022,AR,5303700,248500,2184560,2870640,3883361,117929,1669286,2092398
1/10/2022,CT,7709985,333300,2935500,4441185,6846483,239318,2617187,3988765
1/10/2022,MS,4864185,216900,1948060,2699225,3534386,87401,1439915,2004765
1/10/2022,WA,15641845,727100,5642120,9272625,12811986,463298,4841406,7497668
1/10/2022,MD,13722620,591300,4711820,8419500,10667065,349231,3921341,6381827
1/10/2022,DE,2045495,91600,788480,1165415,1612849,58878,626408,925673
1/10/2022,PA,26621025,1475800,10063760,15081465,20636879,697319,8047073,11891137
1/10/2022,TX,54488575,2554500,19552020,32382055,41554042,1463783,15549665,24536906
1/10/2022,ME,2992160,150700,1172920,1668540,2562127,139777,1050097,1369328
1/10/2022,MI,18585690,912300,7263820,10409570,14280604,447946,5610898,8219757
1/10/2022,FL,42651315,2293600,15567020,24790695,34387521,1409756,12818350,20037764
1/10/2022,OK,6492880,320300,2674860,3497720,5425669,145594,2207469,3071412
1/10/2022,MT,1790575,106400,729120,955055,1460324,58095,619935,780476
1/10/2022,GU,291260,22500,79580,189180,297384,11820,95435,190072
1/10/2022,DC,1651315,68600,585760,996955,1320805,34724,482268,803305
1/10/2022,LA,7270520,315600,2906320,4048600,5767837,188710,2378029,3198218
1/10/2022,IA,5846775,280400,2220040,3346335,4698103,171882,1884161,2641615
1/10/2022,NE,3537340,148200,1241660,2147480,2912993,90212,1062430,1754663
1/10/2022,VA2,7640320,623000,3711980,3305340,7030064,249836,3616798,3163147
1/10/2022,MO,10281585,411900,3820240,6049445,8187959,240415,2982125,4963110
1/10/2022,NV,5284950,252900,1817280,3214770,4428135,178908,1543598,2705120
1/10/2022,KS,5341615,250200,2042760,3048655,4170199,129625,1603554,2433548
1/10/2022,PR,6743470,211200,2398540,4133730,6052411,146392,2369688,3535783
1/9/2022,PR,6743470,211200,2398540,4133730,6040779,146330,2365169,3528732
1/9/2022,AZ,13034360,594500,4982020,7457840,10731414,347764,4275678,6086428
1/9/2022,ME,2992160,150700,1172920,1668540,2561793,139766,1049833,1369269
1/9/2022,MT,1787775,103600,729120,955055,1460313,58094,619928,780473
1/9/2022,MD,13723120,591300,4711820,8420000,10651375,349084,3917107,6370519
1/9/2022,ND,1222860,51800,475380,695680,1028692,38565,388140,601671
1/9/2022,NC,19424490,899500,7257860,11267130,15255733,495343,5717986,9041491
1/9/2022,AR,5303800,248500,2184360,2870940,3877783,117859,1667050,2089126
1/9/2022,FL,42655325,2293500,15568560,24793265,34313030,1408449,12794820,19988147
1/9/2022,OK,6492880,320300,2674860,3497720,5417496,145496,2204373,3066433
1/9/2022,BP2,307510,16100,134000,157410,280423,14095,121213,145083
1/9/2022,PA,26620625,1475800,10063360,15081465,20594218,696803,8033908,11862158
1/9/2022,IH2,2616535,102100,1187420,1327015,2055281,38245,979608,1037260
1/9/2022,NV,5286320,252900,1817180,3216240,4416387,178740,1540597,2696541
1/9/2022,SD,1645505,86800,659980,898725,1283628,39021,507531,736943
1/9/2022,CO,11172655,478700,4147300,6546655,9698870,326188,3798152,5566546
1/9/2022,AK,1352405,83400,525060,743945,1037875,41385,403747,591881
1/9/2022,AL,8499980,384400,3587120,4528460,5731467,165650,2510111,3055315
1/9/2022,VT,1462640,69800,577000,815840,1277851,51618,503365,721988
1/9/2022,US,639673115,29676800,235952940,374043375,519335422,17813479,197880486,303096481
1/9/2022,MS,4864785,216900,1948060,2699825,3534343,87401,1439897,2004744
1/9/2022,NY,40821515,1798100,14353000,24670415,35157266,1360188,12875139,20905709
1/9/2022,NH,3030290,169600,1078940,1781750,2455084,110248,923095,1421662
1/9/2022,IN,11484250,575500,4037200,6871550,8669454,294192,3170480,5176999
1/9/2022,MN,11246360,493400,3954560,6798400,9338892,347451,3434922,5553298
1/9/2022,WV,3614655,157000,1414780,2042875,2528269,64593,1095859,1366183
1/9/2022,KS,5343215,250200,2042760,3050255,4163034,129543,1601884,2428135
1/9/2022,FM,113700,12200,81440,20060,84745,12784,68875,3078
1/9/2022,NJ,19383535,903600,6939100,11540835,15314753,537843,5871483,8904292
1/9/2022,NE,3537340,148200,1241660,2147480,2912992,90212,1062430,1754662
1/9/2022,MO,10283015,411900,3820100,6051015,8187951,240414,2982125,4963103
1/9/2022,NM,3953705,184000,1552940,2216765,3492236,112286,1434750,1937804
1/9/2022,KY,7722845,371300,3147680,4203865,6002833,226055,2487076,3287553
1/9/2022,IA,5846575,280400,2219840,3346335,4698102,171882,1884161,2641614
1/9/2022,DC,1651115,68400,585760,996955,1317400,34708,481252,800932
1/9/2022,UT,5561950,233000,1928060,3400890,4601190,171917,1639891,2789082
1/9/2022,CT,7711725,333300,2933700,4444725,6845422,239260,2616858,3988091
1/9/2022,SC,9228725,437500,3755020,5036205,6839801,219492,2691857,3926400
1/9/2022,VA,17407525,750400,6045300,10611825,14779199,478009,5317619,8975532
1/9/2022,OH,20567665,952400,7713180,11902085,16331084,600518,6271157,9440406
1/9/2022,DD2,6298610,210000,2053640,4034970,6950636,309400,2324123,4295218
1/9/2022,RI,2350495,87000,886440,1377055,2000752,62894,767750,1168687
1/9/2022,RP,38690,3800,27200,7690,38369,2337,30234,5784
1/9/2022,MH,68980,12100,47700,9180,48983,2590,42732,3659
1/9/2022,CA,78921635,3585400,28393020,46943215,67583084,2225069,25603058,39738807
1/9/2022,TN,11342350,493400,4248580,6600370,9069222,250182,3488051,5284310
1/9/2022,WI,10376525,449400,3873840,6053285,9318243,325541,3609959,5380828
1/9/2022,VA2,7640320,623000,3711980,3305340,7028903,249827,3615971,3162822
1/9/2022,DE,2045495,91600,788480,1165415,1612846,58878,626406,925672
1/9/2022,AS,84910,600,20700,63610,80327,552,20075,59697
1/9/2022,IL,24248065,1142600,8410220,14695245,20313249,655481,7329858,12301204
1/9/2022,TX,54493775,2554500,19557220,32382055,41500931,1463194,15533042,24501010
1/9/2022,MI,18585590,912200,7263820,10409570,14257567,447585,5603559,8204420
1/9/2022,GU,291260,22500,79580,189180,296552,11801,95233,189461
1/9/2022,WY,882565,47200,388920,446445,694422,28091,307396,358320
1/9/2022,VI,135860,2400,35540,97920,132412,2130,39412,90870
1/9/2022,HI,3064920,123300,1122660,1818960,2308704,59302,755676,1399662
1/9/2022,ID,3003450,151900,1159260,1692290,2052603,80623,846637,1122334
1/9/2022,OR,8850935,454900,3342220,5053815,6955561,263146,2611693,4068672
1/9/2022,GA,19105895,798300,7397960,10909635,13524843,322163,5348535,7820207
1/9/2022,WA,15640675,727100,5642120,9271455,12811945,463298,4841366,7497667
1/9/2022,MP,115130,3300,24720,87110,97917,1248,13611,83058
1/9/2022,MA,15095970,601800,5690500,8803670,13313025,389146,5259758,7663696
1/9/2022,LA,7268180,315600,2906320,4046260,5758595,188597,2374925,3192193
1/8/2022,TN,11326740,493400,4248580,6584760,9069129,250177,3488001,5284272
1/8/2022,ID,3003750,151900,1159260,1692590,2048153,80495,844667,1119990
1/8/2022,CT,7711565,333300,2933840,4444425,6810180,238673,2602471,3967823
1/8/2022,MH,68980,12100,47700,9180,48690,2581,42521,3586
1/8/2022,CA,78915915,3585100,28382520,46948295,67324744,2221181,25509905,39577534
1/8/2022,NH,3030290,169600,1078940,1781750,2433404,109688,914017,1409624
1/8/2022,DD2,6298610,210000,2053640,4034970,6941840,309226,2321702,4289022
1/8/2022,KY,7723345,371300,3148380,4203665,5992560,225897,2483864,3280659
1/8/2022,OK,6492880,320300,2674860,3497720,5402476,145265,2198290,3057735
1/8/2022,KS,5343115,250200,2042760,3050155,4150637,129301,1597718,2420156
1/8/2022,WY,882865,47200,388920,446745,694318,28090,307335,358278
1/8/2022,NM,3957345,184000,1552940,2220405,3491339,112281,1434572,1937090
1/8/2022,DC,1651115,68400,585760,996955,1313888,34679,480100,798601
1/8/2022,IL,24270165,1142600,8410120,14717445,20230375,653911,7303947,12245901
1/8/2022,OH,20572865,952300,7713080,11907485,16280404,599401,6252366,9409648
1/8/2022,FM,113700,12200,81440,20060,84745,12784,68875,3078
1/8/2022,WV,3614855,157000,1414780,2043075,2528191,64592,1095783,1366182
1/8/2022,SC,9227725,437200,3754420,5036105,6839333,219479,2691700,3926102
1/8/2022,FL,42659205,2293500,15566660,24799045,34230411,1406567,12765381,19937118
1/8/2022,IN,11484150,575500,4037200,6871450,8641126,293705,3161944,5157743
1/8/2022,VT,1462540,69800,577000,815740,1273497,51558,501777,719282
1/8/2022,NE,3535140,147900,1240060,2147180,2906222,89981,1059809,1750756
1/8/2022,RP,38690,3800,27200,7690,37895,2337,29768,5782
1/8/2022,UT,5561750,233000,1927760,3400990,4600979,171915,1639728,2789036
1/8/2022,NY,40830015,1798100,14353000,24678915,35048839,1358599,12842492,20831563
1/8/2022,AZ,13047660,594500,4982020,7471140,10701220,347155,4263818,6068792
1/8/2022,MT,1788015,103600,729260,955155,1460122,58091,619845,780368
1/8/2022,US,639717695,29675600,235928720,374113375,518021463,17791472,197421313,302264632
1/8/2022,NV,5285820,252900,1816580,3216340,4403319,178466,1536538,2687806
1/8/2022,OR,8848435,454900,3342220,5051315,6930597,262663,2603050,4052982
1/8/2022,AR,5301700,248400,2182360,2870940,3866990,117718,1662878,2082655
1/8/2022,VA2,7640320,623000,3711980,3305340,7017444,249445,3609308,3158408
1/8/2022,TX,54486175,2554500,19554720,32376955,41407862,1461838,15502611,24439740
1/8/2022,MA,15090670,601800,5690500,8798370,13274439,388759,5241586,7643669
1/8/2022,MS,4864285,216900,1947460,2699925,3534081,87399,1439755,2004626
1/8/2022,MP,115130,3300,24720,87110,97917,1248,13611,83058
1/8/2022,MN,11245660,493400,3954560,6797700,9309436,347062,3425844,5533349
1/8/2022,PA,26624325,1475800,10063360,15085165,20537785,695821,8013787,11826828
1/8/2022,IH2,2614735,102100,1187320,1325315,2049969,38187,977861,1033753
1/8/2022,VA,17407425,750400,6045300,10611725,14743724,477423,5306510,8951767
1/8/2022,SD,1644905,86800,659980,898125,1282812,39014,507282,736384
1/8/2022,AS,84910,600,20700,63610,80327,552,20075,59697
1/8/2022,WA,15635845,727000,5641720,9267125,12811707,463285,4841312,7497496
1/8/2022,DE,2049695,91600,788480,1169615,1612800,58876,626391,925643
1/8/2022,RI,2350595,87000,886440,1377155,1995858,62856,765745,1165841
1/8/2022,IA,5844035,280400,2219740,3343895,4698013,171876,1884079,2641613
1/8/2022,MO,10280185,411900,3819700,6048585,8187703,240401,2982044,4962949
1/8/2022,NJ,19384705,903600,6939100,11542005,15280036,537355,5859945,8881619
1/8/2022,LA,7289780,315600,2906020,4068160,5743417,188221,2369239,3183079
1/8/2022,MI,18596890,912200,7263520,10421170,14219075,446914,5590775,8179383
1/8/2022,VI,135860,2400,35540,97920,132412,2130,39412,90870
1/8/2022,BP2,307810,16100,134000,157710,280422,14095,121213,145082
1/8/2022,ME,2993060,150700,1172920,1669440,2560849,139715,1049162,1369047
1/8/2022,PR,6743470,211200,2398540,4133730,6026976,146135,2360493,3519800
1/8/2022,HI,3064920,123300,1122660,1818960,2298610,59173,751468,1393905
1/8/2022,WI,10368325,449400,3873840,6045085,9290123,325079,3599643,5363502
1/8/2022,MD,13723320,591300,4711820,8420200,10626464,348856,3910347,6352600
1/8/2022,AK,1352405,83400,525060,743945,1037769,41380,403722,591806
1/8/2022,GA,19111495,798300,7398060,10915135,13524273,322148,5348302,7819885
1/8/2022,NC,19426790,899500,7255660,11271630,15216745,494660,5702898,9018274
1/8/2022,CO,11173795,478700,4147200,6547895,9671033,325933,3790629,5546507
1/8/2022,AL,8498480,384400,3586420,4527660,5723382,165421,2506881,3050689
1/8/2022,GU,291260,22500,79580,189180,296500,11800,95227,189416
1/8/2022,ND,1222060,51800,475380,694880,1028562,38564,388079,601603
1/7/2022,AR,5216470,247700,2140600,2828170,3857171,117555,1659061,2076838
1/7/2022,AZ,12933400,588300,4941220,7403880,10668810,346360,4251082,6050020
1/7/2022,OH,20333655,945300,7662720,11725635,16231174,598451,6235040,9378719
1/7/2022,IL,23954195,1140100,8346360,14467735,20157561,652447,7280476,12198102
1/7/2022,DE,2020055,89800,784940,1145315,1607779,58750,624450,922700
1/7/2022,AS,83310,600,20700,62010,79825,552,20041,59229
1/7/2022,ME,2966480,150700,1166040,1649740,2552250,139514,1045943,1363881
1/7/2022,DC,1633325,68300,585620,979405,1309642,34652,478838,795644
1/7/2022,GA,18890595,794600,7344540,10751455,13523815,322130,5348117,7819630
1/7/2022,TX,53738365,2538400,19362560,31837405,41288064,1459406,15462577,24362452
1/7/2022,MN,11096570,492000,3885500,6719070,9283559,346686,3417748,5515964
1/7/2022,GU,281460,22500,78580,180380,295402,11781,94828,188740
1/7/2022,SC,9122215,436800,3729920,4955495,6822425,219106,2685022,3916245
1/7/2022,HI,3033250,122900,1111660,1798690,2289185,59024,747530,1388567
1/7/2022,IA,5805975,280200,2204500,3321275,4688866,171640,1880820,2635961
1/7/2022,IN,11315820,573900,3994380,6747540,8616020,293351,3153478,5141517
1/7/2022,MD,13586620,590900,4707720,8288000,10595112,348507,3899913,6332047
1/7/2022,VT,1452400,69800,575260,807340,1269972,51494,500499,717099
1/7/2022,MI,18418430,908200,7197580,10312650,14185348,446265,5578765,8158317
1/7/2022,MP,113330,3300,24720,85310,97917,1248,13611,83058
1/7/2022,LA,7198860,314900,2872280,4011680,5728450,187867,2363352,3174355
1/7/2022,VA2,7623720,619600,3711980,3292140,7005689,249027,3602796,3153584
1/7/2022,WI,10273055,446600,3829840,5996615,9264594,324610,3590441,5347661
1/7/2022,BP2,305110,16100,133400,155610,280387,14094,121203,145058
1/7/2022,FM,109760,12200,81440,16120,84745,12784,68875,3078
1/7/2022,KY,7673385,370200,3143100,4160085,5980130,225607,2478933,3273453
1/7/2022,NC,19284400,897100,7216260,11171040,15179444,494100,5689105,8995327
1/7/2022,AL,8391130,383600,3559360,4448170,5710373,165019,2501658,3043308
1/7/2022,RP,38490,3800,27200,7490,37895,2337,29768,5782
1/7/2022,TN,11237360,491900,4236820,6508640,9054813,249933,3483325,5275043
1/7/2022,CO,11089475,477900,4120680,6490895,9643759,325487,3780642,5529713
1/7/2022,WY,873365,47000,385420,440945,691672,28046,306341,356672
1/7/2022,RI,2343425,87000,884140,1372285,1989510,62765,763485,1161845
1/7/2022,ND,1219960,51700,473980,694280,1026050,38528,387150,600057
1/7/2022,VI,135860,2400,35540,97920,131745,2122,39179,90444
1/7/2022,CT,7632635,332000,2924460,4376175,6788134,238440,2593948,3954533
1/7/2022,MS,4798705,216300,1929740,2652665,3533899,87394,1439646,2004559
1/7/2022,WA,15477225,725400,5588720,9163105,12777537,462756,4828850,7476359
1/7/2022,ID,2979370,151000,1150280,1678090,2044605,80371,843076,1118159
1/7/2022,NM,3906275,183300,1542120,2180855,3481228,112022,1430535,1931304
1/7/2022,MT,1771895,103600,722040,946255,1457479,58017,618589,779070
1/7/2022,FL,42126435,2279600,15443700,24403135,34154024,1404834,12738322,19889830
1/7/2022,NE,3492130,147500,1233440,2111190,2900506,89929,1057775,1747136
1/7/2022,OR,8683555,452400,3281620,4949535,6910037,262247,2595467,4040552
1/7/2022,SD,1627435,86400,655480,885555,1279976,38954,506196,734694
1/7/2022,US,632575655,29522600,234099340,368953715,516597039,17766224,196913814,301374353
1/7/2022,AK,1343785,83100,520240,740445,1035725,41337,402934,590595
1/7/2022,IH2,2595635,102100,1185220,1308315,2045894,38137,976188,1031401
1/7/2022,NJ,19143875,900700,6906500,11336675,15226907,536276,5839911,8849629
1/7/2022,WV,3589025,156800,1401700,2030525,2522852,64490,1093766,1362970
1/7/2022,KS,5287535,249300,2023500,3014735,4139928,129130,1594496,2412861
1/7/2022,NY,40386775,1792500,14274800,24319475,34944010,1356679,12806989,20764231
1/7/2022,OK,6449300,317400,2657220,3474680,5389105,144980,2192679,3050272
1/7/2022,PA,26336805,1465500,9972920,14898385,20462128,694728,7988462,11777589
1/7/2022,CA,77883495,3540900,28098320,46244275,67100968,2217962,25430020,39436874
