Date,Location,Distributed,Distributed_Janssen,Distributed_Moderna,Distributed_Pfizer,Administered,Administered_Janssen,Administered_Moderna,Administered_Pfizer
5/22/2021,BP2,184060,10100,73340,100620,176502,5456,70685,100361
5/22/2021,WV,1799335,107400,814240,877695,1284254,26789,610441,646918
5/22/2021,MO,5813565,303500,2383240,3126825,4556699,141528,1781195,2633600
5/22/2021,DE,1181435,63100,491020,627315,892929,38570,360455,493619
5/22/2021,RP,24600,3800,20800,0,22440,1305,21134,1
5/22/2021,MH,51300,10800,40500,0,29605,126,29479,0
5/22/2021,IL,13785635,816000,5549300,7420335,11167219,371618,4614549,6174007
5/22/2021,UT,3044940,163300,1304480,1577160,2514226,105098,1075452,1333676
5/22/2021,NH,1644425,111700,678040,854685,1335848,59525,551410,724873
5/22/2021,LTC,54991415,2362600,16207300,36421515,7837408,11150,1986467,5832574
5/22/2021,KY,4254525,254100,1847040,2153385,3535226,135101,1580661,1819078
5/22/2021,OK,3894555,216800,1694020,1983735,2902594,81562,1355820,1465169
5/22/2021,VA2,6239605,520400,2985500,2733705,5199604,139928,2709185,2350489
5/22/2021,US,357250375,20694700,148157400,188398275,283941223,10163242,120493252,153075845
5/22/2021,CT,4418395,244700,1792940,2380755,3872950,147757,1544169,2180711
5/22/2021,CO,6621280,326600,2746460,3548220,5387598,179755,2353614,2852792
5/22/2021,OH,11732115,633000,4918200,6180915,9582354,366710,4049070,5156720
5/22/2021,VA,9517055,521100,3768980,5226975,7987791,276680,3209992,4499059
5/22/2021,MP,72330,2600,20200,49530,46271,198,6362,39711
5/22/2021,NE,1971150,104600,792880,1073670,1650062,59216,674012,913907
5/22/2021,MN,6075430,310500,2451880,3313050,5209667,227199,2124198,2857959
5/22/2021,DC,1008855,53300,401560,553995,754427,23859,298844,431550
5/22/2021,NJ,10712655,589100,4407520,5716035,8724828,335421,3705457,4683475
5/22/2021,NC,11092210,621600,4560160,5910450,7937262,264897,3259252,4412784
5/22/2021,IH2,1720385,73800,914360,732225,1342981,21933,744731,576317
5/22/2021,WI,5838765,308200,2509040,3021525,5309529,202070,2249337,2857583
5/22/2021,PR,3805910,190000,1646020,1969890,2461821,78090,1006067,1377379
5/22/2021,MD,7603410,428000,3002020,4173390,5808759,224682,2377090,3202605
5/22/2021,GU,207370,11100,74200,122070,154445,2435,59962,92048
5/22/2021,NM,2224285,136000,967620,1120665,2065425,58750,919384,1084531
5/22/2021,KS,2932335,167800,1290140,1474395,2257939,69490,1023323,1164509
5/22/2021,ID,1578235,98000,668060,812175,1205957,37984,531736,635567
5/22/2021,AZ,7678675,414600,3189940,4074135,5764271,178616,2530858,3050719
5/22/2021,MI,10950450,628300,4579400,5742750,8384059,279941,3525791,4577026
5/22/2021,MS,2571575,161200,1137220,1273155,1728662,49477,822002,856294
5/22/2021,IN,6232460,413700,2485820,3332940,4924441,162589,2020588,2729882
5/21/2021,HI,1755130,79500,686200,989430,1525562,29937,546076,855789
5/21/2021,MP,72330,2600,20200,49530,45966,184,6331,39451
5/21/2021,TX,29372305,1808100,12043960,15520245,21926464,803842,9398788,11723033
5/21/2021,ME,1722040,98400,747700,875940,1409051,90619,610336,707845
5/21/2021,AK,801405,58000,348140,395265,595885,18494,262927,314375
5/21/2021,GU,207370,11100,74200,122070,152222,2280,59168,90774
5/21/2021,AS,54030,600,15600,37830,41907,26,9959,31922
5/21/2021,ID,1565975,98000,667500,800475,1198537,37283,529108,631486
5/21/2021,IL,13624835,811700,5537880,7275255,11039696,367252,4570437,6095080
5/21/2021,LA,3834500,236200,1669360,1928940,2987625,101046,1403073,1482477
5/21/2021,AL,4449370,270000,2002000,2177370,2945488,93620,1415732,1436136
5/21/2021,NJ,10652665,588500,4391420,5672745,8666138,333026,3680489,4652148
5/21/2021,OH,11652845,630300,4913000,6109545,9505550,362285,4023361,5110173
5/21/2021,DD2,4236160,185200,1764000,2286960,3432929,105533,1491546,1835451
5/21/2021,CA,45922020,2571500,18934180,24416340,36377958,1271425,15468019,19634006
5/21/2021,MA,8935720,425600,3608600,4901520,7553356,246948,3102447,4203826
5/21/2021,SD,929225,57200,419820,452205,759073,21480,344486,393094
5/21/2021,WI,5806725,305200,2503400,2998125,5267108,199876,2234531,2832162
5/21/2021,PR,3798800,190000,1644760,1964040,2461308,78079,1005565,1377379
5/21/2021,VA2,6239605,520400,2985500,2733705,5187689,138030,2703054,2346603
5/21/2021,LTC,54908345,2362600,16207300,36338445,7834713,10593,1985660,5831243
5/21/2021,US,354914965,20600500,147829140,186485325,281595351,10051548,119668669,151668003
5/21/2021,DC,1004165,53200,400480,550485,748358,23714,295883,428587
5/21/2021,BP2,182890,10100,73340,99450,175769,5279,70449,100041
5/21/2021,NV,2783440,170100,1143820,1469520,2392968,93940,993500,1305528
5/21/2021,OK,3879105,214800,1688760,1975545,2890367,80713,1351054,1458558
5/21/2021,MN,6035520,308900,2445160,3281460,5147830,224881,2104505,2818139
5/21/2021,OR,4898945,293300,2080980,2524665,3772596,130650,1564740,2075165
5/21/2021,NC,11004830,616500,4543400,5844930,7900165,263250,3246641,4389945
5/21/2021,NM,2215315,135400,965100,1114815,2057890,58267,915664,1081236
5/21/2021,NY,21959275,1202000,9219320,11537955,18589563,744285,7749387,10092161
5/21/2021,SC,4949735,301800,2098700,2549235,3637768,117950,1488504,2030253
5/21/2021,IH2,1716875,73800,914360,728715,1336268,21766,741998,572504
5/21/2021,NE,1963980,104300,791860,1067820,1627690,58403,668251,898165
5/21/2021,MT,1064705,67700,472260,524745,841159,28398,391151,421349
5/21/2021,CT,4410955,242700,1787500,2380755,3836435,146269,1528216,2161646
5/21/2021,FL,23115935,1599500,9454320,12062115,17868244,723955,7614308,9497542
5/21/2021,GA,10447805,580700,4433820,5433285,7256339,183601,3252205,3819954
5/21/2021,IN,6199020,411600,2477880,3309540,4884071,160595,2006626,2705661
5/21/2021,RP,24600,3800,20800,0,22440,1305,21134,1
5/21/2021,MO,5786515,302600,2379320,3104595,4526183,139796,1771280,2614732
5/21/2021,PA,14563035,1022700,6202680,7337655,11975701,440536,5090345,6444509
5/21/2021,TN,5934750,358400,2477020,3099330,4678737,131660,1983333,2555879
5/21/2021,NH,1610365,111600,665140,833625,1332600,59287,550838,722435
5/21/2021,WY,500415,32800,242000,225615,385924,13123,187913,184672
5/21/2021,KY,4234215,252800,1845580,2135835,3506028,132943,1570239,1802464
5/21/2021,ND,676050,35500,303200,337350,599591,24229,261551,313811
5/21/2021,RI,1435295,61300,578980,795015,1104926,41864,452436,610594
5/21/2021,MH,51300,10800,40500,0,29605,126,29479,0
5/21/2021,IA,3197385,178200,1361100,1658085,2736987,107399,1214297,1415169
5/21/2021,MD,7542560,427400,2980380,4134780,5760087,223132,2358869,3173766
5/21/2021,VI,71360,900,22100,48360,69087,612,22162,46313
5/21/2021,MI,10869770,627600,4569620,5672550,8305925,277343,3496074,4531208
5/21/2021,WV,1789735,106400,810320,873015,1276293,26247,607873,642079
5/21/2021,AZ,7627825,414000,3185320,4028505,5718183,176360,2510132,3027683
5/21/2021,WA,8547640,478900,3552540,4516200,7097045,264526,2952960,3875322
5/21/2021,KS,2923755,167200,1286840,1469715,2245391,68564,1019001,1157215
5/21/2021,UT,3019110,162300,1301880,1554930,2490885,103294,1068347,1319244
5/21/2021,VA,9438815,515900,3749760,5173155,7921806,274090,3191322,4454337
5/21/2021,FM,77800,10200,67600,0,41022,1135,39887,0
5/21/2021,DE,1172915,63000,489620,620295,883409,38097,356623,488406
5/21/2021,CO,6575200,325400,2741360,3508440,5287276,175783,2322165,2787918
5/21/2021,MS,2562535,159900,1136500,1266135,1728335,49472,821898,856076
5/21/2021,VT,854980,50500,371580,432900,718334,34495,316166,367110
5/21/2021,AR,2737020,175400,1216120,1345500,2002891,63264,947316,991801
5/20/2021,MO,5742095,302200,2351680,3088215,4501899,138571,1762604,2600350
5/20/2021,AS,54030,600,15600,37830,41461,26,9760,31675
5/20/2021,MI,10781640,625300,4531760,5624580,8246377,274996,3471314,4498770
5/20/2021,AR,2729400,175300,1213280,1340820,1991127,62535,942625,985458
5/20/2021,KY,4209055,250300,1836960,2121795,3484624,131035,1562457,1790750
5/20/2021,LA,3815750,234600,1658060,1923090,2972438,100188,1396914,1474310
5/20/2021,VA2,6239605,520400,2985500,2733705,5176005,136270,2697295,2342438
5/20/2021,MN,5976270,307600,2428160,3240510,5102426,223182,2092703,2786238
5/20/2021,IN,6103040,409300,2449720,3244020,4844506,159316,1993310,2680886
5/20/2021,IL,13459095,809300,5486860,7162935,10947955,363251,4538249,6039617
5/20/2021,ME,1705160,97100,741480,866580,1393589,89972,605966,697404
5/20/2021,OH,11560515,628600,4879700,6052215,9452028,358285,4005110,5079083
5/20/2021,DC,986455,53100,398080,535275,739546,23440,293092,422840
5/20/2021,AK,799005,57100,346640,395265,593159,18212,262065,312793
5/20/2021,MP,72330,2600,20200,49530,45783,174,6302,39307
5/20/2021,GU,207370,11100,74200,122070,150364,2120,58322,89922
5/20/2021,CT,4375455,241900,1766840,2366715,3805000,144681,1515993,2144031
5/20/2021,OR,4865045,292800,2078000,2494245,3735151,128540,1553891,2050709
5/20/2021,DE,1167875,62000,485580,620295,876335,37805,353770,484482
5/20/2021,RI,1428115,61300,574140,792675,1097137,41663,450098,605344
5/20/2021,MA,8790510,423600,3562500,4804410,7488346,245291,3080069,4162851
5/20/2021,MS,2550405,159700,1132760,1257945,1721447,49115,819223,852233
5/20/2021,NE,1956820,104000,789680,1063140,1627572,58384,668211,898106
5/20/2021,SC,4921975,300500,2079260,2542215,3619220,116661,1480047,2021451
5/20/2021,VI,71360,900,22100,48360,68713,608,22044,46061
5/20/2021,BP2,182650,10000,73200,99450,173734,4707,69690,99337
5/20/2021,MH,51300,10800,40500,0,29526,126,29400,0
5/20/2021,GA,10397145,579600,4414680,5402865,7212497,181882,3233362,3796679
5/20/2021,WI,5779785,303100,2485580,2991105,5233191,197562,2224250,2810843
5/20/2021,AZ,7577625,413200,3164000,4000425,5687093,175016,2496536,3011613
5/20/2021,NY,21776965,1194700,9146100,11436165,18395906,731403,7686249,9974593
5/20/2021,TX,29159175,1801600,11962520,15395055,21719251,793709,9325759,11598984
5/20/2021,WV,1767735,105900,802860,858975,1268895,25749,605823,637257
5/20/2021,IA,3188315,177900,1355840,1654575,2717558,106391,1209212,1401833
5/20/2021,OK,3873355,214300,1684680,1974375,2879476,79906,1346804,1452726
5/20/2021,AL,4415280,269500,1988300,2157480,2939161,93363,1413279,1432519
5/20/2021,NM,2211905,135000,963260,1113645,2044921,57607,911101,1073522
5/20/2021,MD,7449310,425900,2960000,4063410,5758938,223097,2358668,3172853
5/20/2021,FL,22757805,1569400,9408260,11780145,17744573,713646,7572117,9426974
5/20/2021,NC,10964980,611500,4521420,5832060,7860387,261417,3234371,4364270
5/20/2021,NH,1591435,111400,661620,818415,1276034,57819,526869,691306
5/20/2021,VA,9330995,512700,3722360,5095935,7833818,270865,3166441,4394476
5/20/2021,NJ,10508565,585400,4344020,5579145,8576106,329964,3644490,4601177
5/20/2021,NV,2761920,168800,1137640,1455480,2374041,92293,985569,1296179
5/20/2021,IH2,1716875,73800,914360,728715,1331759,21705,740311,569743
5/20/2021,DD2,4213980,182700,1749000,2282280,3398389,103209,1481323,1813458
5/20/2021,WA,8463800,475200,3521540,4467060,7029358,260041,2932703,3832416
5/20/2021,RP,24600,3800,20800,0,21903,1305,20597,1
5/20/2021,PA,14487355,1017900,6171580,7297875,11872222,435159,5053738,6383014
5/20/2021,VT,851610,50300,369580,431730,697965,33619,301022,362765
5/20/2021,FM,77800,10200,67600,0,40455,1019,39436,0
5/20/2021,CA,45628190,2562800,18853800,24211590,36053888,1263279,15371371,19414787
5/20/2021,LTC,53686115,2361800,16187460,35136855,7831743,10215,1984825,5829486
5/20/2021,KS,2904355,166400,1279940,1458015,2235270,67903,1015630,1151129
5/20/2021,CO,6521380,324400,2725980,3471000,5285343,175691,2321031,2787211
5/20/2021,HI,1740200,78500,675780,985920,1511715,29514,541337,847104
5/20/2021,MT,1062675,67400,471700,523575,836084,27976,389927,417924
5/20/2021,WY,499235,32600,241020,225615,384358,13017,187323,183802
5/20/2021,PR,3769070,190000,1632580,1946490,2432019,77475,992731,1361528
5/20/2021,TN,5862650,357300,2462180,3043170,4650520,129968,1972582,2540248
5/20/2021,UT,3009440,161700,1298660,1549080,2473783,102283,1061217,1310283
5/20/2021,ID,1561155,98000,662680,800475,1193617,36758,527276,628933
5/20/2021,US,351955515,20490400,146864660,184600455,279397250,9944636,118904886,150342238
5/20/2021,ND,672440,35500,303100,333840,597686,24090,260931,312665
5/20/2021,SD,927195,56900,419260,451035,756721,21319,343692,391697
5/19/2021,OH,11436655,624200,4767260,6045195,9399183,354879,3990803,5044084
5/19/2021,MP,72330,2600,20200,49530,45558,170,6276,39112
5/19/2021,AS,54030,600,15600,37830,41461,26,9760,31675
5/19/2021,ID,1553895,97100,656320,800475,1188199,36244,525261,626054
5/19/2021,CT,4327815,239800,1721300,2366715,3773346,143159,1504674,2125221
5/19/2021,PR,3750930,190000,1614440,1946490,2396739,76870,976743,1342843
5/19/2021,BP2,182350,9700,73200,99450,172022,4536,68445,99041
5/19/2021,GA,10332775,570800,4369640,5392335,7122845,175516,3198334,3748471
5/19/2021,MT,1057875,67200,467100,523575,831352,27613,388874,414614
5/19/2021,PA,14320745,1008100,6015940,7296705,11788830,430644,5020342,6337537
5/19/2021,IA,3160085,177500,1350240,1632345,2699657,105377,1202361,1391797
5/19/2021,NV,2754520,166800,1132240,1455480,2359830,90614,980937,1288279
5/19/2021,ND,672440,35500,303100,333840,594677,23876,260122,310679
5/19/2021,ME,1675440,96700,733220,845520,1380576,89163,601498,689670
5/19/2021,OR,4831335,280400,2057860,2493075,3710168,126718,1545851,2035605
5/19/2021,WV,1756155,105200,791980,858975,1261512,25259,603165,633024
5/19/2021,IL,13391435,805100,5423400,7162935,10851079,359189,4508230,5976954
5/19/2021,NM,2200355,134000,956220,1110135,2031893,56730,905847,1066659
5/19/2021,OK,3867475,214000,1679100,1974375,2866988,79236,1342032,1445681
5/19/2021,DE,1142295,61100,472600,608595,874029,37743,352720,483288
5/19/2021,WY,497775,32300,239860,225615,381205,12807,186045,182141
5/19/2021,WA,8399010,462800,3472660,4463550,6961512,256118,2909689,3791546
5/19/2021,WI,5759845,301600,2467140,2991105,5203820,195772,2214324,2793190
5/19/2021,CO,6503100,321200,2710900,3471000,5251141,174463,2307897,2767386
5/19/2021,SC,4873635,297100,2036660,2539875,3598024,114870,1470739,2011354
5/19/2021,NH,1568765,111000,656900,800865,1272048,57351,525862,688795
5/19/2021,MI,10649250,623300,4409560,5616390,8183944,272578,3449950,4460121
5/19/2021,AK,797805,56300,346240,395265,590878,17948,261166,311675
5/19/2021,TN,5838250,354700,2442720,3040830,4624105,128558,1963179,2524801
5/19/2021,VA2,6239605,520400,2985500,2733705,5163211,134681,2691300,2337228
5/19/2021,AZ,7538145,408900,3128820,4000425,5663654,173616,2486620,2999544
5/19/2021,RP,24600,3800,20800,0,21437,1299,20137,1
5/19/2021,FL,22668395,1556300,9333120,11778975,17592926,704242,7526335,9331093
5/19/2021,VI,70190,900,22100,47190,68286,509,21894,45883
5/19/2021,NJ,10294265,575700,4258760,5459805,8508720,326966,3614878,4566401
5/19/2021,DC,977815,52400,390140,535275,733212,23362,290727,418949
5/19/2021,FM,77800,10200,67600,0,40455,1019,39436,0
5/19/2021,MN,5954490,305100,2411220,3238170,5056044,221532,2079384,2754826
5/19/2021,NY,21486425,1181400,8967140,11337885,18247671,719770,7641508,9882792
5/19/2021,UT,2972640,160000,1291640,1521000,2453456,101266,1055595,1296595
5/19/2021,NC,10908060,605800,4470200,5832060,7817624,259558,3221559,4336178
5/19/2021,KS,2898875,162900,1277960,1458015,2226299,67306,1012403,1145987
5/19/2021,RI,1400955,61100,563560,776295,1087532,41394,447312,598794
5/19/2021,SD,925815,56600,418180,451035,753577,21140,342695,389729
5/19/2021,VA,9269395,508800,3664660,5095935,7773639,267716,3148558,4355336
5/19/2021,MH,51300,10800,40500,0,29454,126,29328,0
5/19/2021,MD,7325250,422100,2933340,3969810,5698385,221197,2339795,3133148
5/19/2021,MO,5707035,300400,2318420,3088215,4478896,137337,1753787,2587398
5/19/2021,AR,2721900,174200,1206880,1340820,1981006,62127,938563,979810
5/19/2021,IH2,1715135,73700,912720,728715,1322636,21449,737191,563996
5/19/2021,TX,29014615,1788300,11859340,15366975,21585931,785372,9283833,11515927
5/19/2021,LTC,52132265,2340600,15884480,33907185,7830205,10063,1984312,5828613
5/19/2021,IN,6060300,401900,2414380,3244020,4807116,157774,1980891,2657686
5/19/2021,NE,1953120,103400,786580,1063140,1614803,57738,662715,891528
5/19/2021,HI,1700050,77400,663640,959010,1496719,29115,536469,837375
5/19/2021,AL,4393980,267700,1968800,2157480,2906102,91207,1395289,1419606
5/19/2021,US,349210095,20301300,144876960,184031835,277290173,9836616,118181211,149068615
5/19/2021,DD2,4213680,182700,1748700,2282280,3355190,101006,1463791,1789994
5/19/2021,CA,45321600,2545700,18567820,24208080,35767717,1254873,15276051,19232404
5/19/2021,LA,3803830,233500,1647240,1923090,2959952,99634,1391398,1467898
5/19/2021,MS,2544285,159200,1127140,1257945,1713252,48761,816095,847524
5/19/2021,GU,183970,11100,74200,98670,150293,2093,58282,89918
5/19/2021,KY,4184375,247100,1815480,2121795,3465017,129611,1555492,1779539
5/19/2021,MA,8690900,421600,3468400,4800900,7415002,243526,3057649,4113694
5/19/2021,VT,839700,50000,368500,421200,692516,33410,299608,358943
5/18/2021,NE,1947700,103400,785840,1058460,1614694,57734,662658,891480
5/18/2021,MT,1049545,67200,466960,515385,828344,27369,387737,412999
5/18/2021,MP,72330,2600,20200,49530,45237,155,6210,38872
5/18/2021,VA2,6239605,520400,2985500,2733705,5152644,133466,2686451,2332725
5/18/2021,IN,6051890,400900,2408140,3242850,4778503,156703,1970872,2640374
5/18/2021,IH2,1702335,73700,911620,717015,1321131,21415,736626,563090
5/18/2021,AS,54030,600,15600,37830,40525,22,9382,31121
5/18/2021,OR,4723175,277200,2006720,2439255,3683177,125312,1538483,2017425
5/18/2021,KS,2894765,162700,1277560,1454505,2217195,66802,1009423,1140370
5/18/2021,GU,173470,11100,63700,98670,145756,1805,57374,86577
5/18/2021,AL,4389040,267600,1966300,2155140,2905553,91198,1394927,1419428
5/18/2021,SC,4855305,297000,2026620,2531685,3589981,114188,1467199,2007533
5/18/2021,NY,21227485,1168700,8915120,11143665,18093878,705557,7592023,9792744
5/18/2021,WY,495435,32300,239860,223275,381070,12765,185952,182141
5/18/2021,HI,1691760,77100,659160,955500,1482502,28744,530751,829247
5/18/2021,RP,24600,3800,20800,0,21024,1299,19724,1
5/18/2021,MN,5879800,303100,2405220,3171480,5025463,220376,2070985,2733803
5/18/2021,PA,14166565,1005100,6007500,7153965,11675948,425707,4970328,6279616
5/18/2021,UT,2934050,160000,1261240,1512810,2440835,100651,1050421,1289763
5/18/2021,BP2,177850,8100,70300,99450,171089,4436,67708,98945
5/18/2021,US,346672525,20231000,144112040,182329485,275535207,9751200,117620781,147961277
5/18/2021,NH,1524585,110800,631640,782145,1217534,56540,506876,654078
5/18/2021,AZ,7469565,408700,3123620,3937245,5635242,172598,2473399,2985461
5/18/2021,CO,6477190,321000,2700400,3455790,5209739,172622,2295264,2740479
5/18/2021,OK,3862965,214000,1678100,1970865,2858862,78695,1337981,1442147
5/18/2021,FL,22612025,1555300,9302320,11754405,17502836,695774,7486679,9289705
5/18/2021,IL,13306375,802800,5406160,7097415,10807457,357840,4492177,5950847
5/18/2021,DC,968865,52300,384800,531765,729556,23333,288565,417489
5/18/2021,SD,922975,56600,417680,448695,751812,21018,342199,388582
5/18/2021,KY,4174555,245800,1811640,2117115,3448823,128393,1548767,1771296
5/18/2021,AK,794195,56300,346140,391755,587995,17697,260643,309566
5/18/2021,WA,8380210,461900,3459440,4458870,6910257,254079,2894377,3757675
5/18/2021,MO,5675825,300400,2316460,3058965,4460584,136566,1746865,2576786
5/18/2021,TX,28735365,1774100,11841160,15120105,21430921,778719,9274444,11376958
5/18/2021,FM,77800,10200,67600,0,38461,657,37804,0
5/18/2021,WV,1754185,105200,791180,857805,1256430,24883,601152,630345
5/18/2021,OH,11344735,616700,4715600,6012435,9357282,351322,3976698,5019998
5/18/2021,GA,10223635,565900,4335600,5322135,7120836,175446,3197768,3747098
5/18/2021,RI,1359095,61100,538080,759915,1083323,41237,445705,596350
5/18/2021,IA,3135395,177400,1331500,1626495,2690038,104668,1198692,1386556
5/18/2021,DE,1122975,61100,472000,589875,870394,37568,351610,480941
5/18/2021,ME,1645830,96600,704880,844350,1373335,88820,598233,686042
5/18/2021,NM,2178715,133300,954000,1091415,2022852,55919,901064,1063254
5/18/2021,MI,10577110,619700,4397180,5560230,8137664,270179,3433949,4432243
5/18/2021,VI,68920,900,22000,46020,67936,490,21852,45594
5/18/2021,CT,4282495,239800,1715760,2326935,3753824,142258,1499310,2111966
5/18/2021,MS,2539975,159100,1126440,1254435,1708451,48614,813840,845129
5/18/2021,NJ,10192505,572900,4169160,5450445,8431873,324595,3590226,4516577
5/18/2021,PR,3733410,190000,1603940,1939470,2370464,76231,965908,1328043
5/18/2021,AR,2720190,174000,1206540,1339650,1973505,61809,935032,976161
5/18/2021,MH,51300,10800,40500,0,29328,125,29203,0
5/18/2021,MA,8651950,420300,3460000,4771650,7372714,242263,3043625,4086697
5/18/2021,VA,9257095,508800,3657040,5091255,7698417,264687,3129008,4302702
5/18/2021,LTC,50467415,2305300,14447980,33714135,7828084,9880,1983896,5827091
5/18/2021,DD2,4213680,182700,1748700,2282280,3329620,98832,1456294,1774095
5/18/2021,MD,7247020,422100,2856280,3968640,5616811,217970,2314045,3080644
5/18/2021,TN,5828160,354300,2441220,3032640,4602551,127669,1954095,2513373
5/18/2021,NC,10886100,603400,4464680,5818020,7782069,257886,3210641,4313213
5/18/2021,CA,44976950,2543800,18518740,23914410,35518035,1248501,15207056,19058177
5/18/2021,WI,5696535,301600,2465840,2929095,5185178,194353,2207336,2782964
5/18/2021,ID,1543915,97100,655700,791115,1183228,35944,523563,623091
5/18/2021,ND,670640,35500,301300,333840,593472,23694,259806,309972
5/18/2021,NV,2752080,166400,1130200,1455480,2349915,89895,976510,1283510
5/18/2021,LA,3798220,233400,1645240,1919580,2949415,99205,1385967,1463228
5/18/2021,VT,819950,49200,357740,413010,689046,33337,298436,356720
5/17/2021,PR,3673280,190000,1601140,1882140,2365696,76132,964252,1325030
5/17/2021,AL,4373130,267600,1953900,2151630,2886153,89783,1384992,1411378
5/17/2021,IL,13306375,802800,5406160,7097415,10774776,356992,4483940,5927269
5/17/2021,LTC,50328965,2273300,14342700,33712965,7827824,9824,1983773,5827065
5/17/2021,MH,51300,10800,40500,0,29328,125,29203,0
5/17/2021,GA,10223535,565900,4335500,5322135,7120620,175411,3197591,3747094
5/17/2021,GU,173470,11100,63700,98670,145727,1804,57365,86558
5/17/2021,KY,4173955,245200,1811640,2117115,3440394,127888,1544907,1767232
5/17/2021,VI,68920,900,22000,46020,67615,481,21817,45317
5/17/2021,OH,11344535,616500,4715600,6012435,9332134,350054,3967059,5005773
5/17/2021,ID,1539755,96100,652540,791115,1181916,35831,523080,622377
5/17/2021,MI,10576610,619600,4396780,5560230,8113368,269174,3426194,4416707
5/17/2021,IN,5987240,400700,2408040,3178500,4766201,156347,1963997,2635356
5/17/2021,VT,808250,49200,357740,401310,683484,33212,296468,353251
5/17/2021,WI,5693955,301500,2463360,2929095,5177734,193833,2205329,2778048
5/17/2021,IH2,1702335,73700,911620,717015,1320102,21378,736139,562585
5/17/2021,MP,72330,2600,20200,49530,44896,130,6200,38566
5/17/2021,NJ,10138285,572700,4154920,5410665,8395059,322538,3572450,4499596
5/17/2021,TX,28654065,1764300,11769660,15120105,21334970,774630,9238387,11321153
5/17/2021,VA,9189605,508700,3656340,5024565,7669683,262574,3118271,4286829
5/17/2021,VA2,6239605,520400,2985500,2733705,5151742,133347,2685817,2332576
5/17/2021,MT,1049245,67200,466660,515385,825322,27068,386693,411322
5/17/2021,HI,1657410,76300,654860,926250,1476873,28658,529033,825422
5/17/2021,NC,10876760,603400,4455340,5818020,7766959,257469,3206632,4302529
5/17/2021,KS,2888985,162700,1276460,1449825,2213221,66407,1007837,1138401
5/17/2021,US,344503595,20195100,143498840,180809655,274411901,9697720,117247242,147265442
5/17/2021,ND,664790,35500,301300,327990,593419,23692,259781,309946
5/17/2021,WV,1731955,105200,791180,835575,1253375,24568,600146,628611
5/17/2021,MA,8523650,420200,3458160,4645290,7346310,241497,3037948,4066736
5/17/2021,OK,3860065,214000,1675200,1970865,2855457,78578,1336551,1440289
5/17/2021,MN,5776950,302900,2369260,3104790,5010207,219903,2068199,2721806
5/17/2021,SC,4855205,297000,2026520,2531685,3580076,113813,1461982,2003220
5/17/2021,BP2,177850,8100,70300,99450,171038,4434,67688,98916
5/17/2021,NH,1524445,110800,631500,782145,1214150,56003,505994,652113
5/17/2021,OR,4539165,277200,1926840,2335125,3659139,124153,1535005,1998026
5/17/2021,RI,1357925,61100,538080,758745,1073731,40929,441342,591429
5/17/2021,NY,21214365,1168300,8902400,11143665,18012199,700341,7567073,9741272
5/17/2021,PA,14115885,1005000,5956920,7153965,11612451,422217,4951331,6238606
5/17/2021,DE,1122975,61100,472000,589875,868191,37419,350642,479856
5/17/2021,CA,44241580,2527300,18245640,23468640,35341738,1245409,15159823,18932208
5/17/2021,FL,22546275,1554800,9301420,11690055,17431492,688850,7458181,9253823
5/17/2021,DD2,4190180,182700,1725200,2282280,3327569,98520,1455092,1773558
5/17/2021,DC,960675,52300,384800,523575,724576,23299,287165,413947
5/17/2021,NV,2727720,165800,1127500,1434420,2343297,89344,973882,1280071
5/17/2021,MS,2529915,158800,1126040,1245075,1688183,47811,805942,833562
5/17/2021,RP,24600,3800,20800,0,20625,1299,19325,1
5/17/2021,AZ,7465065,408700,3119120,3937245,5618126,171468,2468389,2974503
5/17/2021,NE,1912970,103300,785140,1024530,1610007,57515,661702,887970
5/17/2021,SD,922975,56600,417680,448695,749677,20912,341649,387103
5/17/2021,ME,1628280,96600,704880,826800,1350580,87543,588778,674070
5/17/2021,TN,5806670,352600,2429620,3024450,4593848,127330,1951729,2507411
5/17/2021,AS,54030,600,15600,37830,40525,22,9382,31121
5/17/2021,WA,8316630,461500,3459440,4395690,6871734,251997,2881753,3733899
5/17/2021,FM,77800,10200,67600,0,38461,657,37804,0
5/17/2021,AK,792755,55700,345300,391755,587406,17546,260436,309335
5/17/2021,CT,4238825,239700,1715480,2283645,3736215,141494,1495187,2099244
5/17/2021,IA,3099895,177000,1331500,1591395,2681984,104232,1197444,1380186
5/17/2021,NM,2169015,132900,944700,1091415,2019397,55762,899904,1061121
5/17/2021,CO,6403480,321000,2700400,3382080,5187825,171819,2287491,2727155
5/17/2021,LA,3797620,233400,1644640,1919580,2925540,98281,1375582,1450664
5/17/2021,MO,5674925,300000,2315960,3058965,4452067,136297,1744434,2570969
5/17/2021,WY,495435,32300,239860,223275,378894,12613,184713,181360
5/17/2021,MD,7154150,422100,2855840,3876210,5588658,216317,2306267,3061985
5/17/2021,AR,2720090,174000,1206440,1339650,1970379,61661,933906,974309
5/17/2021,UT,2933850,160000,1261040,1512810,2383556,98105,1028953,1256498
5/16/2021,FL,22546275,1554800,9301420,11690055,17328800,682201,7413910,9202071
5/16/2021,NC,10876760,603400,4455340,5818020,7736850,256277,3198072,4282172
5/16/2021,SC,4855205,297000,2026520,2531685,3565555,113247,1455629,1995618
5/16/2021,US,344503495,20195100,143498740,180809655,272925411,9637126,116798390,146288690
